varname,LABEL,file,MEMNAME,picsure_type
subject_id,Subject ID,redcoral_decoded_newsearch.csv,REDCORAL,categorical
redcap_repeat_instrument,Repeat Instrument,redcoral_decoded_newsearch.csv,REDCORAL,categorical
d_c_redcap_repeat_instance,C_redcap_repeat_instance,redcoral_decoded_newsearch.csv,REDCORAL,continuous
coral,Enrolled in RED CORAL,redcoral_decoded_newsearch.csv,REDCORAL,categorical
coralreef,Enrolled in RED CORAL Detailed,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid_yn,COVID-19 test done,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid_test_count,Total known number of COVID-19 tests completed,redcoral_decoded_newsearch.csv,REDCORAL,continuous
cx_covid_pos_ever_yn,Any positive COVID-19 test?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid_pos_first_dt,Specimen collection day for first positive COVID-19 test,redcoral_decoded_newsearch.csv,REDCORAL,continuous
cx_covid_pos_first_tm,Specimen collection time for first positive COVID-19 test,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid1_pos_yn,Was the patient's positive COVID-19 test also their first test?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid1_result,Results of subject's first COVID-19 test,redcoral_decoded_newsearch.csv,REDCORAL,categorical
cx_covid1_spec_dt,Specimen collection day for first COVID-19 test,redcoral_decoded_newsearch.csv,REDCORAL,continuous
cx_covid1_spec_tm,Specimen collection time for first COVID-19 test,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_yn,Was COVID-19 associated with an admission to a study hospital?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_cause,Did COVID-19 contribute to need for hospital admission?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_cause_other,"Reason for admission if other than COVID-19 symptoms, disease, or associated complications",redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_admit_dt,Day of first admission to study hospital,redcoral_decoded_newsearch.csv,REDCORAL,continuous
admit_admit_tm,Time of first admission to study hospital,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_ed_yn,Did this admission occur via the study hospital's ED?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_ed_arrival_dt,Study hospital ED arrival day for ED visit leading to first hospital admission,redcoral_decoded_newsearch.csv,REDCORAL,continuous
admit_ed_arrival_tm,Study hospital ED arrival time for ED visit leading to first hospital admission,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_fever,History of self reported feverishness or measured fever of 38C (100.4F),redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_cough,Cough,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_dyspnea,Dyspnea (shortness of breath) OR tachypnea*,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_ari,"Clinical suspicion of acute respiratory infection (ARI) despite not meeting criteria above (e.g. hypoxemia, diagnosis of pneumonia, bilateral pulmonary opacities)",redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_eval_coral,Is patient being evaluated for retrospective (RED CORAL) or prospective (BLUE CORAL) cohort?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_prisoner,Known to be a prisoner or otherwise in legal custody at time of admission to the hospital,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_priorenroll,Previous admission for COVID-19,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_icu,Was patient admitted to ICU during hospitalization?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
elig_cmo,"On day of screening for prospective CORAL enrollment cohort, was patient on comfort care or expected to transition to comfort care?",redcoral_decoded_newsearch.csv,REDCORAL,continuous
enroll_coral,Enrolled in CORAL?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
enroll_coralreef,Enrolled in RED CORAL detailed data collection?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
enroll_coral_date,CORAL enrollment day,redcoral_decoded_newsearch.csv,REDCORAL,continuous
enroll_isaric_date,ISARIC enrollment day,redcoral_decoded_newsearch.csv,REDCORAL,continuous
sex,Sex,redcoral_decoded_newsearch.csv,REDCORAL,categorical
race,Race,redcoral_decoded_newsearch.csv,REDCORAL,categorical
ethnicity,Hispanic ethnicity,redcoral_decoded_newsearch.csv,REDCORAL,categorical
pregnant,Pregnant (Y/N),redcoral_decoded_newsearch.csv,REDCORAL,categorical
pregnant_weeks,Gestational age,redcoral_decoded_newsearch.csv,REDCORAL,continuous
admit_source,Patient location/living situation prior to onset of current illness episode,redcoral_decoded_newsearch.csv,REDCORAL,categorical
admit_source_other,Specify other patient location/living situation prior to onset of current illness episode,redcoral_decoded_newsearch.csv,REDCORAL,categorical
exposure_hcw,Is patient a healthcare worker?,redcoral_decoded_newsearch.csv,REDCORAL,categorical
exposure_labworker,Is patient a medical laboratory worker?,redcoral_decoded_newsearch.csv,REDCORAL,continuous
smoking,Cigarette or tobacco smoking,redcoral_decoded_newsearch.csv,REDCORAL,categorical
vaping,Vaping,redcoral_decoded_newsearch.csv,REDCORAL,categorical
