varname,LABEL,file,MEMNAME,picsure_type
ID,Unique patient identifier (randomized),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
VISIT,VISIT NUMBER,phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,categorical
READER,Reader Number,phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
LABEL,Label Number,phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
RIGHT_L,RIGHT KIDNEY: LENGTH (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
RIGHT_AP,RIGHT KIDNEY: ANTERIOR - POSTERIOR (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
RIGHT_T,RIGHT KIDNEY: TRANSVERSE (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
LEFT_L,LEFT KIDNEY: LENGTH (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
LEFT_AP,LEFT KIDNEY: ANTERIOR - POSTERIOR (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
LEFT_T,LEFT KIDNEY: TRANSVERSE (cm),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
RIGHT_VOL,RIGHT KIDNEY VOLUME (cm^3),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
LEFT_VOL,LEFT KIDNEY VOLUME (cm^3),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
PROCEDURE_DT_DAYS,Date of Procedure (recode: number of days after date of eligibility or ineligibility),phaseiii_abdominal_sonogram.csv,ABDOMINAL_SONOGRAM,continuous
OBS,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ID,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
VISIT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SEQNO,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACTIVISIT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACTSEQNO,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
AE_TYPE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
OTHER_AE_SPECIFY,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
AE_TERM,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
HXFEVNCR,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
EVENT_IS_SAE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
DEATH,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
DTH_LOC,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
LIFETHRTNG,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
HOSPTLZD,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
LONGHOSP,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ICU,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SAE_TRTRLTD,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SAE_EVNTTYPE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACSNINF,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACSSRAP,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACSOXADM,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACSMVENT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SPLNSIZE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SPLNHMGL,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SPLPTCNT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SEPSBACT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SEPORGGN,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
SEPORGSS,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
MENINGTS,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
MNGTBACT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACOSTORG,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
ACOSTBON,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,categorical
LOS_CONS,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
CHG_MENT,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SPEECH,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
PARALYS,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
DIFFSWAL,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
DIFF_SEE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
BALANCE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
SEIZURE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
HEADACHE,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
F50MRI,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
F50CTBR,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
F50PTBR,,phaseiii_bhrct_fm50.csv,BHRCT_FM50,continuous
