varname,LABEL,file,MEMNAME,picsure_type
ANONID,ANONYMIZED ID #,phase2a_evtadata.csv,EVTADATA,continuous
EVID2,SPECIFIC EVENT - ID2,phase2a_evtadata.csv,EVTADATA,categorical
EVW1WK,SAME TYPE OF EVENT WITHIN 1WK PRECED?,phase2a_evtadata.csv,EVTADATA,categorical
EVSAME,INDICATIONS OF CONTINUATION OF PREV EVNT,phase2a_evtadata.csv,EVTADATA,categorical
EVHOSP,PT ADMITTED TO HOSP,phase2a_evtadata.csv,EVTADATA,categorical
EVADMDTE,HOSPITAL ADMISSION DATE - (DAYS SINCE PHASE 2 ENROLLMENT),phase2a_evtadata.csv,EVTADATA,continuous
EVDISDTE,HOSPITAL DISCHARGE DATE,phase2a_evtadata.csv,EVTADATA,continuous
EVASEVNT,OTHER EVENTS ASSOCIATED WITH THIS EVENT,phase2a_evtadata.csv,EVTADATA,categorical
EVINFECT,WAS THE EVENT AN INFECTION?,phase2a_evtadata.csv,EVTADATA,categorical
EVCULT,ORGANISM ID?,phase2a_evtadata.csv,EVTADATA,categorical
EVORGN,ORGANISM - TEXT,phase2a_evtadata.csv,EVTADATA,categorical
EVORGC,ORGANISM - CODE,phase2a_evtadata.csv,EVTADATA,categorical
EVCULTFR,ORGANISM CULTURED FROM,phase2a_evtadata.csv,EVTADATA,categorical
EVTRANS,PT TRANSFUSED FOR THIS EVENT,phase2a_evtadata.csv,EVTADATA,categorical
EVENTDT,DATE OF EVENT -(DAYS SINCE PHASE 2 ENROLLMENT),phase2a_evtadata.csv,EVTADATA,continuous
EVENTDT1,DATE OF EVENT - (DAYS SINCE PHASE 1 ENTROLLMENT),phase2a_evtadata.csv,EVTADATA,continuous
EVDATE,,phase2a_evtadata.csv,EVTADATA,continuous
EVDISDT,,phase2a_evtadata.csv,EVTADATA,continuous
ANONID,,phase2a_hapdata.csv,HAPDATA,continuous
EPSILON,HINC II-EPSILON RESULT,phase2a_hapdata.csv,HAPDATA,categorical
XMN,XMN-G GAMMA RESULT,phase2a_hapdata.csv,HAPDATA,categorical
GGAMMA,HIND III-G GAMMA RESULT,phase2a_hapdata.csv,HAPDATA,categorical
AGAMMA,HIND III-A GAMMA RESULT,phase2a_hapdata.csv,HAPDATA,categorical
PSIBETA,HINC II-PSI BETA RESULT,phase2a_hapdata.csv,HAPDATA,categorical
PSIBETA3,HINC II-3 PSI BETA RESULT,phase2a_hapdata.csv,HAPDATA,categorical
HAPF,HINF I 5 B RESULT,phase2a_hapdata.csv,HAPDATA,categorical
HAPLO7,HAPLOTYPE BASED ON 7 RFLP SITES,phase2a_hapdata.csv,HAPDATA,categorical
HAPLO5,HAPLOTYPE BASED ON 5 RFLP SITES,phase2a_hapdata.csv,HAPDATA,categorical
ANONID,ANONYMIZED ID #,phase2a_labadata.csv,LABADATA,continuous
LABID2,VISIT CYCLE NUMBER,phase2a_labadata.csv,LABADATA,continuous
LVERSION,VERSION OF LAB FORM,phase2a_labadata.csv,LABADATA,categorical
LABTRANS,4. TRANSFUSION WITHIN 4 MOS,phase2a_labadata.csv,LABADATA,categorical
LABDATE,5. DATE OF CBC -(DAYS SINCE PHASE 2A ENTRY),phase2a_labadata.csv,LABADATA,continuous
LABCBCWB,6A. CBC WBC,phase2a_labadata.csv,LABADATA,categorical
LABCBCRB,6B. CBC RBC,phase2a_labadata.csv,LABADATA,categorical
LABCBCHB,6C. CBC HEMOGLOBIN (G/DL),phase2a_labadata.csv,LABADATA,categorical
LABCBCHC,6D. CBC HEMATOCRIT (%),phase2a_labadata.csv,LABADATA,categorical
LABCBCMV,6E. CBC MEAN CELL VOLUME (FL),phase2a_labadata.csv,LABADATA,categorical
LABCBCMH,6F. CBC MEAN CELL HEMOGLOBIN (PG),phase2a_labadata.csv,LABADATA,categorical
LABCBCMC,6G. CBC MCHC (G/DL),phase2a_labadata.csv,LABADATA,categorical
LABPLATE,7. PLATELETS,phase2a_labadata.csv,LABADATA,categorical
LABDATE2,11. DATE OF SERUM CHEM -(DAYS SINCE PHASE 2A ENTRY),phase2a_labadata.csv,LABADATA,continuous
LABALKPH,12A. ALKALINE PHOSPHATASE (UNITS/DL),phase2a_labadata.csv,LABADATA,categorical
LABSGOT,12B. SGOT (UNITS/DL),phase2a_labadata.csv,LABADATA,categorical
LABSGPT,12C. SGPT (UNITS/DL),phase2a_labadata.csv,LABADATA,categorical
LABTBILI,12D. TOTAL BILIRUBIN (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABDBILI,12E. DIRECT BILIRUBIN (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABBUN,12F. BUN (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABCRTN,12G. SERUM CREATININE (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABURA,12H. URIC ACID (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABCC,12I. CREATININE CLEARANCE (ML/MIN),phase2a_labadata.csv,LABADATA,categorical
LAB24PRO,12J. 24 HOUR URINE PROTEIN (MG/DAY),phase2a_labadata.csv,LABADATA,categorical
LABUCRTN,URINE CREATININE (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABUVOL,URINE VOLUME (ML),phase2a_labadata.csv,LABADATA,categorical
LABUTIME,URINE COLLECTION TIME (MIN),phase2a_labadata.csv,LABADATA,categorical
URPROMGD,URINE PROTEIN (MG/DL),phase2a_labadata.csv,LABADATA,categorical
LABDATE3,DATE OF URINE STUDIES -(DAYS SINCE PHASE 2A ENTRY),phase2a_labadata.csv,LABADATA,continuous
LABCRTN2,SERUM CREATININE #2,phase2a_labadata.csv,LABADATA,categorical
LABIRPT,LAB REPORT RECEIVED,phase2a_labadata.csv,LABADATA,categorical
ANONID,ANONYMIZED ID #,phase2a_mugadata.csv,MUGADATA,continuous
MUID2,VISIT CYCLE NUMBER,phase2a_mugadata.csv,MUGADATA,continuous
MUDATE,2. DATE OF PROCEDURE -(DAYS SINCE PHASE 2A ENTRY),phase2a_mugadata.csv,MUGADATA,continuous
MUREQ,6.2 ALL REQUIREMENTS RECVD,phase2a_mugadata.csv,MUGADATA,categorical
MUREQMIS,6.3 MISSING REQUIREMENTS,phase2a_mugadata.csv,MUGADATA,categorical
MUREQST,6.4 STATUS OF REQUIREMENTS,phase2a_mugadata.csv,MUGADATA,categorical
MUREQRSN,6.4.1 REASON NOT ACCEPTABLE,phase2a_mugadata.csv,MUGADATA,categorical
MULVEF,7A. LV EJECTION FRACTION,phase2a_mugadata.csv,MUGADATA,categorical
MUAHR,7B. AVERAGE HEART RATE,phase2a_mugadata.csv,MUGADATA,categorical
MURVEF,7C. RV EJECTION FRACTION,phase2a_mugadata.csv,MUGADATA,categorical
