varname,LABEL,file,MEMNAME,picsure_type
ANONID,ANONYMIZED ID #,phase23_abg_pubn.csv,ABG_PUBN,continuous
ABGID2,FOLLOW-UP IDENTIFIER,phase23_abg_pubn.csv,ABG_PUBN,continuous
ABGVERS,FORM VERSION,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGPO2,41 BLOOD GAS - PO2(MMHG) READING,phase23_abg_pubn.csv,ABG_PUBN,continuous
ABGPCO2,42 BLOOD GAS - PCO2(MMHG) READING,phase23_abg_pubn.csv,ABG_PUBN,continuous
ABGPH,43 BLOOD GAS - PH READING,phase23_abg_pubn.csv,ABG_PUBN,continuous
ABGBTMP,44 BODY TEMP AT TIME BLOOD WAS DRAWN,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGPOX,5 WAS PULSE OXIMETRY PERFORMED,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGPOSAT,51 %O2 SATURATION BY PULSE OXIMETRY,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGCOOX,6 WAS CO-OXIMETRY PERFORMED,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGCOSAT,61 %O2 SATURATION BY CO-OXIMETRY,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGCARB,62 CARBOXYHEMOGLOBIN,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGMETH,63 METHEMOGLOBIN,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGIRPT,BLOOD GAS INSTITUTIONAL REPORT RECEIVED,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGTRNSC,DATA TRANSCRIBED FROM OLDER VERSION,phase23_abg_pubn.csv,ABG_PUBN,categorical
ABGOVERS,VERSION DATA TRANSCRIBED FROM,phase23_abg_pubn.csv,ABG_PUBN,categorical
abg_days,# of days phase 2 entry to arterial blood gas draw,phase23_abg_pubn.csv,ABG_PUBN,continuous
ANONID,ANONYMIZED ID #,phase23_acbcpubn.csv,ACBCPUBN,continuous
SES,SOCIOECONOMIC STATUS,phase23_acbcpubn.csv,ACBCPUBN,continuous
ANUM,VERSION YEAR,phase23_acbcpubn.csv,ACBCPUBN,continuous
TOTSPORT,I. TOTAL # SPORTS PLAYED,phase23_acbcpubn.csv,ACBCPUBN,continuous
TIMSPORA,Ia.1 TIME SPENT DOING SPORT A,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILLSPA,Ia.2 SKILL LEVEL OF SPORT A,phase23_acbcpubn.csv,ACBCPUBN,categorical
TIMSPORB,Ib.1 TIME SPENT DOING SPORT B,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILLSPB,Ib.2 SKILL LEVEL OF SPORT B,phase23_acbcpubn.csv,ACBCPUBN,categorical
TIMSPORC,Ic.1 TIME SPENT DOING SPORT C,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILLSPC,Ic.2 SKILL LEVEL OF SPORT C,phase23_acbcpubn.csv,ACBCPUBN,categorical
TOTACTIV,II. TOTAL # ACTIVITIES,phase23_acbcpubn.csv,ACBCPUBN,continuous
TIMEACTA,IIa.1 TIME SPENT ON ACTIVITY A,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILACTA,IIa.2 SKILL LEVEL OF ACTIVITY A,phase23_acbcpubn.csv,ACBCPUBN,categorical
TIMEACTB,IIb.1 TIME SPENT ON ACTIVITY B,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILACTB,IIb.2 SKILL LEVEL OF ACTIVITY B,phase23_acbcpubn.csv,ACBCPUBN,categorical
TIMEACTC,IIc.1 TIME SPENT ON ACTIVITY C,phase23_acbcpubn.csv,ACBCPUBN,categorical
SKILACTC,IIc.2 SKILL LEVEL OF ACTIVITY C,phase23_acbcpubn.csv,ACBCPUBN,categorical
TOTORGAN,III. TOTAL # ORGANIZATIONS,phase23_acbcpubn.csv,ACBCPUBN,continuous
HOWACTA,IIIa. HOW ACTIVE IN ORGANIZATION A,phase23_acbcpubn.csv,ACBCPUBN,categorical
HOWACTB,IIIb. HOW ACTIVE IN ORGANIZATION B,phase23_acbcpubn.csv,ACBCPUBN,categorical
HOWACTC,IIIc. HOW ACTIVE IN ORGANIZATION C,phase23_acbcpubn.csv,ACBCPUBN,categorical
TOTJOB,IV. TOTAL # JOBS OR CHORES,phase23_acbcpubn.csv,ACBCPUBN,continuous
HOWELLJA,IVa. HOW WELL CARRIES OUT CHORE A,phase23_acbcpubn.csv,ACBCPUBN,categorical
HOWELLJB,IVb. HOW WELL CARRIES OUT CHORE B,phase23_acbcpubn.csv,ACBCPUBN,categorical
