varname,LABEL,file,MEMNAME,picsure_type
DUMMYCRID,Dummy CIBMTR Recipient ID,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
STROKEHI,Stroke post HCT,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
ACSPSHI,Acute chest syndrome post HCT,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
VOCPSHI,Vaso-occlusive pain post HCT,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
RCMVPR,Recipient CMV serostatus,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
TXNUM,Transplant number,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
TXTYPE,Transplant type,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
SEX,Sex,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
ETHNICIT,Ethnicity,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DONORF,Donor type,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
GRAFTYPE,Graft type,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
YEARTX,Year of transplant,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
COUNTRY,Country of HCT institution,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
AGE,"Patient age at transplant, years",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
INTXSURV,"Time from HCT to date of last contact or death, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
DUMMYCCN,Dummy CIBMTR Center Number,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
AGEGPFF,"Patient age at transplant, years (grouped)",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
KPS,Karnofsky/Lansky score at HCT,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
HCTCIGPF,HCT-comorbidity index,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
SUBDIS1F,Disease genotype,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
ATGF,ATG/Alemtuzumab given as conditioning regimen/GVHD prophylaxis,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
YEARGPF,Year of transplant (grouped),curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DEAD,Survival status at last contact,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
GVHD_FINAL,GVHD prophylaxis,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
CONDGRPF,Conditioning intensity,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
CONDGRP_FINAL,Conditioning regimen,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
HLA_FINAL,Donor-recipient HLA matching,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
FLAG_LANCET,Cases from 2019 Lancet Heamatology publication,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
FLAG_BLOOD,Cases from 2016 Blood publication,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
AGVHD,"Acute graft versus host disease, grades II-IV",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXAGVHD,"Time from HCT to acute graft-vs-host disease, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
CGVHD,Chronic graft-vs-host disease,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXCGVHD,"Time from HCT to chronic graft-vs-host disease, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
ANC,Neutrophil engraftment,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXANC,"Time from HCT to neutrophil engraftment, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
PLATELET,Platelet recovery,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXPLATELET,"Time from HCT to platelet recovery, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
GF,Graft failure,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXGF,"Time from HCT to graft failure, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
EFS,Event-free survival (Graft failure or death are the events),curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DWOAGVHD,"Death without acute graft versus host disease, grades II-IV",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DWOCGVHD,Death without chronic graft-vs-host disease,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DWOANC,Death without neutrophil engraftment,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DWOPLATELET,Death without platelet recovery,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
DWOGF,Death without graft failure,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
SCDMAL_FINAL,Secondary malignancy,curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,categorical
INTXSCDMAL,"Time from HCT to second malignancy, months",curesc_year2_v2_decoded.csv,CURESC_YEAR2_V2,continuous
